# Avellaneda-Stoikov (2008) vs Imbalance-Aware (2018)

Step,Inventory Avellaneda,PnL Avellaneda,Inventory Imbalance,PnL Imbalance
42525,59,195761,-23,171030
42530,59,195779,-23,171031
42535,59,195799,-23,171052
42540,59,195831,-23,171072
42545,59,195853,-23,171092
42550,59,195873,-23,171112
42555,59,195903,-23,171113
42560,59,195917,-23,171125
42565,59,195937,-23,171146
42570,59,195968,-23,171177
42575,59,195988,-23,171198
42580,59,196019,-23,171228
42585,59,196039,-23,171249
42590,59,196060,-23,171279
42595,59,196080,-23,171300
42600,59,196100,-23,171331
42605,59,196131,-23,171351
42610,59,196152,-23,171382
42615,59,196172,-23,171402
42620,59,196203,-23,171423
42625,59,196224,-13,171437
42630,59,196245,-13,171468
42635,59,196276,-13,171489
42640,59,196289,-3,171503
42645,59,196320,-3,171523
42650,59,196340,-3,171554
42655,59,196371,-3,171574
42660,59,196391,-3,171605
42665,59,196416,-3,171626
42670,59,196436,-3,171647
42675,59,196473,-3,171657
42680,59,196493,-3,171688
42685,59,196517,-3,171709
42690,59,196544,-3,171729
42695,59,196558,-3,171750
42700,59,196579,7,171765
42705,59,196609,7,171796
42710,59,196629,7,171816
42715,59,196656,7,171837
42720,59,196687,17,171862
42725,59,196708,7,171878
42730,59,196738,7,171909
42735,59,196759,7,171929
42740,59,196790,7,171960
42745,59,196810,7,171981
42750,59,196841,7,172011
42755,59,196861,7,172032
42760,59,196892,7,172062
42765,59,196912,17,172077
42770,59,196933,17,172098
42775,59,196963,27,172123
42780,59,196984,27,172143
42785,59,197014,37,172169
42790,59,197035,37,172189
42795,59,197065,37,172199
42800,59,197086,37,172209
42805,59,197106,37,172230
42810,59,197137,47,172255
42815,59,197157,47,172276
42820,59,197188,27,172296
42825,59,197208,27,172306
42830,59,197239,17,172322
42835,59,197259,17,172353
42840,59,197290,17,172373
42845,59,197310,17,172404
42850,59,197341,17,172425
42855,59,197361,17,172456
42860,59,197392,17,172476
42865,59,197413,17,172497
42870,59,197433,17,172507
42875,59,197464,17,172538
42880,59,197484,-3,172550
42885,59,197515,-23,172573
42890,59,197535,-3,172580
42895,59,197566,7,172595
42900,59,197586,-3,172611
42905,59,197617,-3,172621
42910,59,197637,-13,172635
42915,59,197667,-13,172666
42920,59,197688,-13,172686
42925,59,197718,-13,172717
42930,59,197739,-23,172734
42935,59,197769,-23,172765
42940,59,197790,-13,172778
42945,59,197820,-13,172798
42950,59,197841,-13,172829
42955,59,197871,-13,172849
42960,59,197892,-13,172870
42965,59,197923,-13,172900
42970,59,197943,-3,172914
42975,59,198029,-13,172929
42980,49,197995,-3,172953
42985,39,198005,-13,172958
42990,69,198046,28,172977
42995,73,198020,58,172974
43000,53,198046,38,173000
43005,79,198017,73,172972
43010,79,198008,93,172969
43015,79,198020,100,172972
43020,59,198033,90,172995
43025,59,198029,100,172992
43030,59,198035,100,173002
43035,59,198051,100,173012
43040,49,198063,80,173038
43045,69,198050,100,173012
43050,69,198064,100,173017
43055,69,198059,100,173021
43060,59,198102,90,173073
43065,59,198076,100,173036
43070,59,198092,90,173053
43075,59,198093,100,173059
43080,59,198096,100,173047
43085,49,198112,90,173054
43090,39,198117,80,173062
43095,39,198116,90,173061
43100,39,198117,100,173068
43105,49,198130,90,173077
43110,49,198132,90,173100
43115,49,198128,90,173114
43120,39,198133,80,173122
43125,39,198133,90,173125
43130,49,198156,90,173155
43135,49,198147,100,173141
43140,59,198161,100,173154
43145,59,198190,90,173187
43150,59,198170,100,173159
43155,69,198188,100,173174
43160,49,198194,80,173183
43165,49,198195,80,173185
43170,39,198200,70,173193
43175,39,198200,90,173212
43180,48,198213,100,173212
43185,68,198223,100,173207
43190,78,198247,100,173228
43195,88,198231,100,173204
43200,88,198264,100,173223
43205,88,198254,100,173211
43210,100,198273,100,173221
43215,90,198274,100,173221
43220,100,198276,100,173215
43225,99,198281,100,173220
43230,90,198294,100,173231
43235,90,198283,100,173219
43240,90,198303,100,173230
43245,80,198301,90,173231
43250,75,198330,90,173252
43255,75,198311,100,173231
43260,65,198324,90,173250
43265,55,198334,99,173247
43270,55,198346,99,173250
43275,55,198364,99,173283
43280,55,198353,89,173249
43285,45,198358,79,173256
43290,35,198374,79,173268
43295,35,198391,79,173283
43300,25,198391,79,173281
43305,25,198397,79,173306
43310,35,198402,89,173306
43315,25,198400,87,173297
43320,15,198417,90,173377
43325,35,198410,100,173314
43330,35,198419,100,173313
43335,35,198435,100,173329
43340,35,198435,100,173322
43345,35,198438,100,173331
43350,45,198446,100,173316
43355,45,198461,100,173328
43360,65,198469,100,173319
43365,65,198484,100,173327
43370,55,198510,90,173370
43375,65,198482,100,173323
43380,65,198491,90,173349
43385,65,198546,80,173410
43390,55,198529,70,173392
43395,65,198504,100,173364
43400,65,198509,100,173371
43405,65,198517,100,173369
43410,65,198519,100,173371
43415,75,198529,100,173381
43420,55,198537,84,173388
43425,35,198557,64,173417
43430,35,198554,64,173411
43435,25,198557,64,173415
43440,27,198560,94,173429
43445,7,198586,84,173478
43450,37,198588,100,173447
43455,17,198599,80,173459
43460,7,198605,70,173473
43465,7,198605,70,173472
43470,-3,198609,60,173487
43475,-13,198619,50,173470
43480,-23,198625,40,173496
43485,-23,198652,30,173509
43490,-23,198647,40,173523
43495,-33,198654,30,173527
43500,-13,198667,50,173574
43505,3,198684,70,173544
43510,13,198697,80,173550
43515,3,198715,80,173567
43520,13,198719,90,173578
43525,-7,198725,70,173630
43530,13,198751,90,173658
43535,16,198744,100,173607
43540,21,198752,100,173606
43545,21,198762,100,173607
43550,31,198777,100,173611
43555,31,198805,90,173690
43560,11,198795,70,173630
43565,-9,198807,57,173652
43570,-9,198808,51,173650
43575,-9,198816,51,173678
43580,23,198827,83,173675
43585,23,198823,100,173665
43590,33,198836,100,173664
43595,43,198851,100,173668
43600,43,198849,97,173672
43605,53,198862,100,173671
43610,53,198874,100,173675
43615,56,198879,100,173669
43620,76,198890,100,173664
43625,86,198894,100,173661
43630,76,198918,80,173683
43635,86,198933,100,173701
43640,86,198916,100,173682
43645,100,198923,100,173678
43650,87,198931,100,173683
43655,87,198950,100,173693
43660,87,198940,100,173681
43665,87,198951,100,173682
43670,77,198958,100,173694
43675,77,198963,100,173700
43680,67,198970,90,173696
43685,77,198985,100,173701
43690,77,198992,100,173709
43695,77,198992,100,173708
43700,77,199007,100,173713
43705,77,199012,100,173720
43710,67,199057,90,173781
43715,77,199016,100,173724
43720,77,199030,100,173729
43725,77,199040,90,173736
43730,77,199045,100,173747
43735,68,199050,100,173737
43740,71,199073,100,173742
43745,71,199076,100,173746
43750,71,199078,100,173735
43755,71,199107,90,173764
43760,70,199122,90,173769
43765,70,199162,90,173821
43770,60,199120,90,173752
43775,59,199150,90,173781
43780,69,199131,100,173751
43785,69,199147,90,173766
43790,50,199207,90,173834
43795,70,199167,100,173757
43800,90,199184,100,173766
43805,90,199173,100,173753
43810,80,199178,100,173757
43815,90,199182,100,173753
43820,90,199201,100,173763
43825,90,199191,100,173752
43830,90,199211,100,173764
43835,90,199201,100,173752
43840,100,199212,100,173756
43845,100,199219,100,173762
43850,80,199219,94,173762
43855,70,199228,84,173775
43860,80,199244,100,173774
43865,80,199234,100,173762
43870,70,199240,100,173765
43875,70,199256,94,173776
43880,61,199233,84,173745
43885,61,199264,84,173775
43890,61,199285,84,173797
43895,61,199295,84,173807
43900,61,199326,84,173839
43905,61,199346,84,173858
43910,61,199377,84,173890
43915,61,199398,84,173910
43920,61,199428,84,173941
43925,61,199449,84,173962
43930,61,199471,84,173983
43935,61,199501,84,174014
43940,61,199522,84,174035
43945,61,199543,84,174056
43950,61,199574,84,174078
43955,61,199594,84,174098
43960,61,199625,84,174129
43965,61,199643,74,174138
43970,61,199663,64,174162
43975,61,199694,64,174182
43980,61,199715,64,174213
43985,61,199745,74,174230
43990,61,199765,74,174251
43995,61,199786,74,174271
44000,61,199816,74,174292
44005,61,199837,74,174323
44010,61,199858,84,174340
44015,61,199888,84,174371
44020,61,199909,84,174392
44025,61,199926,84,174398
44030,61,199957,84,174429
44035,61,199977,84,174449
44040,61,200008,84,174480
44045,61,200028,84,174500
44050,61,200059,84,174531
44055,61,200079,84,174551
44060,61,200110,84,174582
44065,61,200130,84,174602
44070,61,200161,84,174633
44075,61,200181,84,174653
44080,61,200212,84,174684
44085,61,200232,84,174704
44090,61,200263,84,174735
44095,61,200284,84,174756
44100,61,200314,84,174786
44105,61,200335,84,174807
44110,61,200365,84,174837
44115,61,200386,94,174855
44120,61,200417,90,174884
44125,61,200438,90,174904
44130,61,200468,90,174935
44135,61,200489,90,174955
44140,61,200519,90,174986
44145,61,200539,90,175006
44150,61,200570,90,175027
44155,61,200591,90,175058
44160,61,200612,90,175079
44165,61,200633,80,175103
44170,61,200664,90,175122
44175,61,200685,90,175142
44180,61,200706,90,175164
44185,61,200736,90,175194
44190,61,200755,90,175213
44195,61,200777,100,175233
44200,61,200797,90,175234
44205,61,200817,90,175243
44210,61,200846,90,175262
44215,61,200867,90,175284
44220,61,200888,90,175304
44225,61,200918,90,175335
44230,61,200939,90,175356
44235,61,200969,90,175387
44240,61,200990,90,175407
44245,61,201020,90,175438
44250,61,201039,90,175457
44255,61,201061,90,175479
44260,61,201092,90,175510
44265,61,201113,100,175530
44270,61,201134,90,175543
44275,61,201165,90,175574
44280,61,201175,80,175577
44285,61,201196,90,175604
44290,61,201226,90,175625
44295,61,201244,80,175645
44300,61,201263,80,175664
44305,61,201293,80,175694
44310,61,201315,80,175715
44315,61,201345,80,175746
44320,61,201366,80,175766
44325,61,201396,90,175784
44330,61,201417,90,175815
44335,61,201447,90,175835
44340,61,201468,90,175866
44345,61,201498,90,175886
44350,61,201519,80,175899
44355,61,201538,80,175918
44360,61,201569,80,175948
44365,61,201589,80,175969
44370,61,201610,80,175990
44375,61,201641,80,176021
44380,61,201661,80,176041
44385,61,201683,80,176064
44390,61,201705,80,176085
44395,61,201724,70,176098
44400,61,201745,70,176119
44405,61,201765,70,176139
44410,61,201795,70,176170
44415,61,201816,70,176180
44420,61,201837,70,176211
44425,61,201867,70,176231
44430,61,201888,70,176262
44435,61,201918,70,176283
44440,61,201939,70,176314
44445,61,201969,60,176328
44450,61,201990,70,176355
44455,61,202020,70,176375
44460,61,202041,70,176406
44465,61,202071,60,176420
44470,61,202092,60,176450
44475,61,202122,60,176471
44480,61,202143,70,176497
44485,61,202165,70,176520
44490,61,202194,70,176548
44495,61,202206,60,176565
44500,61,202237,60,176585
44505,61,202258,60,176617
44510,61,202279,60,176638
44515,61,202296,60,176655
44520,61,202316,60,176676
44525,61,202350,70,176705
44530,61,202370,70,176726
44535,61,202400,70,176756
44540,61,202419,70,176775
44545,61,202437,70,176793
44550,61,202469,70,176824
44555,61,202488,70,176843
44560,61,202518,70,176873
44565,61,202539,70,176894
44570,61,202569,70,176924
44575,61,202590,70,176945
44580,61,202620,70,176975
44585,61,202641,70,176996
44590,61,202660,70,177015
44595,61,202690,70,177046
44600,61,202710,70,177066
44605,61,202731,70,177087
44610,61,202761,70,177118
44615,61,202782,70,177138
44620,61,202813,70,177169
44625,61,202833,70,177190
44630,61,202864,70,177220
44635,61,202884,60,177234
44640,61,202914,50,177258
44645,61,202935,50,177278
44650,61,202956,50,177300
44655,61,202986,40,177324
44660,61,203007,40,177345
44665,61,203038,40,177375
44670,61,203058,40,177396
44675,61,203089,40,177427
44680,61,203110,40,177447
44685,61,203140,50,177473
44690,61,203161,50,177494
44695,61,203191,50,177524
44700,61,203212,50,177545
44705,61,203242,50,177576
44710,61,203263,50,177596
44715,61,203294,50,177627
44720,61,203314,50,177648
44725,61,203345,50,177679
44730,61,203365,40,177693
44735,61,203396,50,177720
44740,61,203416,40,177734
44745,61,203447,60,177756
44750,61,203467,50,177770
44755,61,203497,50,177780
44760,61,203518,50,177811
44765,61,203548,50,177831
44770,61,203569,50,177862
44775,61,203600,50,177883
44780,61,203620,60,177909
44785,61,203651,60,177930
44790,61,203671,60,177960
44795,61,203702,60,177981
44800,61,203722,70,178008
44805,61,203753,60,178022
44810,61,203773,60,178042
44815,61,203804,50,178067
44820,61,203825,50,178088
44825,61,203855,50,178119
44830,61,203876,50,178139
44835,61,203906,50,178170
44840,61,203927,50,178191
44845,61,203958,60,178217
44850,61,203978,60,178238
44855,61,204009,60,178258
44860,61,204029,60,178279
44865,61,204049,60,178299
44870,61,204080,60,178330
44875,61,204100,50,178345
44880,61,204131,50,178375
44885,61,204151,50,178396
44890,61,204182,50,178426
44895,61,204202,50,178447
44900,61,204233,50,178477
44905,61,204253,50,178498
44910,61,204284,60,178514
44915,61,204304,70,178531
44920,61,204324,80,178548
44925,61,204355,70,178572
44930,61,204375,70,178593
44935,61,204396,70,178614
44940,61,204427,60,178638
44945,61,204447,60,178659
44950,61,204478,60,178689
44955,61,204498,60,178710
44960,61,204529,50,178734
44965,61,204549,50,178744
44970,61,204580,60,178771
44975,61,204600,60,178791
44980,61,204631,60,178822
44985,61,204651,60,178842
44990,61,204682,60,178873
44995,61,204702,60,178894
45000,61,204733,60,178924
45005,61,204753,60,178945
45010,61,204784,50,178969
45015,61,204804,50,178990
45020,61,204835,40,179004
45025,61,204855,40,179034
45030,61,204886,40,179055
45035,61,204906,40,179075
45040,61,204937,40,179085
45045,61,204957,40,179106
45050,61,204988,40,179126
45055,61,205008,40,179157
45060,61,205039,40,179178
45065,61,205059,40,179209
45070,61,205090,40,179229
45075,61,205110,40,179260
45080,61,205141,40,179280
45085,61,205156,40,179307
45090,61,205176,40,179328
45095,61,205207,40,179358
45100,61,205227,40,179379
45105,61,205250,40,179401
45110,61,205270,40,179421
45115,61,205291,40,179442
45120,61,205314,50,179470
45125,61,205342,40,179483
45130,61,205370,40,179508
45135,61,205381,40,179529
45140,61,205411,50,179556
45145,61,205432,50,179577
45150,61,205447,50,179603
45155,61,205467,50,179624
45160,61,205504,60,179646
45165,61,205525,60,179666
45170,61,205555,60,179697
45175,61,205576,60,179717
45180,61,205606,60,179748
45185,61,205627,60,179768
45190,61,205657,70,179795
45195,61,205678,90,179810
45200,61,205709,90,179841
45205,61,205729,90,179862
45210,61,205760,90,179893
45215,61,205780,90,179913
45220,61,205811,90,179944
45225,61,205831,90,179964
45230,61,205862,90,179995
45235,61,205882,90,180015
45240,61,205913,90,180046
45245,61,205933,90,180066
45250,61,205964,90,180097
45255,61,205984,90,180117
45260,61,206015,90,180148
45265,61,206035,90,180168
45270,61,206066,90,180199
45275,61,206086,80,180212
45280,61,206116,80,180242
45285,61,206138,80,180264
45290,61,206168,80,180295
45295,61,206189,80,180316
45300,61,206219,80,180346
45305,61,206240,80,180367
45310,61,206270,80,180397
45315,61,206291,80,180418
45320,61,206312,80,180449
45325,61,206342,90,180467
45330,61,206363,80,180480
45335,61,206384,80,180501
45340,61,206414,80,180531
45345,61,206434,80,180551
45350,61,206454,60,180567
45355,61,206485,60,180588
45360,61,206505,60,180618
45365,61,206536,50,180632
45370,61,206556,50,180663
45375,61,206587,50,180683
45380,61,206608,60,180700
45385,61,206639,60,180711
45390,61,206659,60,180742
45395,61,206690,60,180752
45400,61,206710,60,180762
45405,61,206731,60,180783
45410,61,206751,60,180803
45415,61,206782,60,180833
45420,61,206802,60,180854
45425,61,206833,60,180874
45430,61,206853,70,180892
45435,61,206874,70,180903
45440,61,206905,70,180923
45445,61,206925,70,180944
45450,61,206956,60,180967
45455,61,206977,50,180981
45460,61,207008,40,181004
45465,61,207028,40,181025
45470,61,207059,40,181046
45475,61,207079,40,181076
45480,61,207110,40,181097
45485,61,207130,40,181117
45490,61,207161,50,181144
45495,61,207181,60,181162
45500,61,207212,80,181176
45505,61,207233,80,181197
45510,61,207263,80,181217
45515,61,207283,70,181231
45520,61,207314,70,181251
45525,61,207335,60,181264
45530,61,207355,60,181275
45535,61,207386,60,181285
45540,61,207407,60,181296
45545,61,207427,60,181306
45550,61,207458,60,181327
45555,61,207478,60,181347
45560,61,207509,60,181378
45565,61,207529,60,181398
45570,61,207560,60,181409
45575,61,207581,60,181430
45580,61,207601,60,181450
45585,61,207632,60,181460
45590,61,207652,60,181481
45595,61,207683,60,181501
45600,61,207703,60,181532
45605,61,207734,50,181547
45610,61,207754,50,181578
45615,61,207785,50,181588
45620,61,207806,40,181593
45625,61,207826,40,181603
45630,61,207857,40,181603
45635,61,207878,40,181614
45640,61,207909,40,181624
45645,61,207929,40,181644
45650,61,207959,40,181665
45655,61,207980,40,181695
45660,61,208011,30,181701
45665,61,208031,30,181711
45670,61,208052,30,181722
45675,61,208074,30,181723
45680,61,208095,30,181733
45685,61,208115,30,181754
45690,61,208136,30,181764
45695,61,208157,30,181774
45700,61,208202,20,181796
45705,61,208222,20,181816
45710,61,208253,30,181843
45715,61,208273,20,181857
45720,61,208294,20,181877
45725,61,208325,20,181898
45730,61,208335,20,181918
45735,61,208352,10,181933
45740,61,208383,10,181964
45745,61,208403,10,181984
45750,61,208434,20,182010
45755,61,208455,20,182031
45760,61,208475,30,182057
45765,61,208505,20,182071
45770,61,208526,10,182086
45775,61,208555,10,182116
45780,61,208576,10,182137
45785,61,208607,10,182158
45790,61,208628,0,182173
45795,61,208658,0,182203
45800,61,208667,-10,182209
45805,61,208697,-20,182224
45810,61,208718,-20,182255
45815,61,208737,-20,182276
45820,61,208757,-20,182296
45825,61,208788,-20,182317
45830,61,208808,-20,182338
45835,61,208825,-20,182359
45840,61,208855,-30,182386
45845,61,208874,-30,182407
45850,61,208894,-30,182427
45855,61,208925,-60,182446
45860,61,208945,-60,182467
45865,61,208975,-60,182497
45870,61,208996,-60,182518
45875,61,209026,-70,182545
45880,61,209046,-70,182566
45885,61,209077,-70,182596
45890,61,209098,-60,182609
45895,61,209128,-50,182633
45900,61,209149,-50,182653
45905,61,209179,-50,182684
45910,61,209200,-70,182697
45915,61,209230,-70,182728
45920,61,209251,-70,182749
45925,61,209281,-70,182779
45930,61,209302,-70,182800
45935,61,209332,-70,182830
45940,61,209353,-70,182851
45945,61,209383,-70,182881
45950,61,209404,-70,182902
45955,61,209434,-70,182933
45960,61,209455,-60,182946
45965,61,209485,-60,182977
45970,61,209506,-60,182998
45975,61,209536,-70,183025
45980,61,209558,-60,183037
45985,61,209578,-50,183051
45990,61,209609,-50,183081
45995,61,209629,-60,183098
46000,61,209660,-60,183128
46005,61,209681,-60,183149
46010,61,209701,-60,183179
46015,61,209732,-60,183199
46020,61,209752,-50,183223
46025,61,209783,-50,183244
46030,61,209804,-50,183274
46035,61,209834,-50,183294
46040,61,209855,-50,183314
46045,61,209886,-60,183331
46050,61,209908,-50,183333
46055,61,209929,-50,183353
46060,61,209958,-60,183381
46065,61,209979,-60,183391
46070,61,210010,-60,183412
46075,61,210030,-70,183418
46080,61,210061,-70,183438
46085,61,210082,-80,183444
46090,61,210112,-60,183461
46095,61,210133,-60,183481
46100,61,210164,-50,183495
46105,61,210185,-40,183510
46110,61,210215,-30,183535
46115,61,210236,-40,183551
46120,61,210266,-40,183571
46125,61,210287,-40,183592
46130,61,210308,-40,183612
46135,61,210338,-40,183632
46140,61,210359,-40,183663
46145,61,210384,-40,183680
46150,61,210404,-50,183696
46155,61,210426,-60,183723
46160,61,210456,-60,183743
46165,61,210477,-60,183774
46170,61,210507,-60,183794
46175,61,210528,-60,183825
46180,61,210558,-60,183845
46185,61,210579,-60,183876
46190,61,210599,-50,183890
46195,61,210618,-50,183911
46200,61,210638,-60,183939
46205,61,210669,-60,183959
46210,61,210689,-60,183990
46215,61,210710,-60,184010
46220,61,210740,-50,184024
46225,61,210761,-50,184044
46230,61,210781,-50,184075
46235,61,210802,-50,184095
46240,61,210831,-50,184106
46245,61,210851,-50,184118
46250,61,210871,-50,184128
46255,61,210900,-60,184135
46260,61,210920,-60,184156
46265,61,210951,-60,184187
46270,61,210971,-60,184207
46275,61,210992,-60,184228
46280,61,211022,-70,184256
46285,61,211043,-70,184277
46290,61,211073,-90,184289
46295,61,211093,-90,184310
46300,61,211124,-80,184334
46305,61,211144,-90,184351
46310,61,211164,-90,184372
46315,61,211195,-90,184402
46320,61,211215,-100,184409
46325,61,211246,-90,184433
46330,61,211266,-90,184454
46335,61,211297,-90,184474
46340,61,211317,-90,184495
46345,61,211348,-90,184515
46350,61,211368,-90,184546
46355,61,211399,-90,184566
46360,61,211419,-90,184586
46365,61,211450,-90,184617
46370,61,211470,-90,184628
46375,61,211490,-90,184628
46380,61,211521,-80,184651
46385,61,211541,-70,184665
46390,61,211571,-70,184685
46395,61,211592,-70,184706
46400,61,211622,-80,184714
46405,61,211643,-80,184724
46410,61,211673,-80,184724
46415,61,211693,-90,184742
46420,61,211725,-90,184761
46425,61,211724,-90,184762
46430,61,211755,-90,184792
46435,61,211775,-80,184806
46440,61,211806,-80,184827
46445,61,211826,-70,184841
46450,61,211846,-70,184851
46455,61,211877,-70,184872
46460,61,211897,-70,184892
46465,61,211927,-70,184903
46470,61,211948,-70,184914
46475,61,211968,-80,184919
46480,61,211998,-80,184940
46485,61,212018,-80,184951
46490,61,212038,-70,184955
46495,61,212068,-70,184976
46500,61,212089,-60,184982
46505,61,212118,-60,184992
46510,61,212138,-60,185013
46515,61,212169,-70,185030
46520,61,212187,-70,185032
46525,61,212208,-70,185032
46530,61,212238,-70,185032
46535,61,212258,-70,185043
46540,61,212278,-70,185064
46545,61,212308,-70,185064
46550,61,212328,-70,185064
46555,61,212349,-70,185075
46560,61,212379,-70,185096
46565,61,212398,-70,185128
46570,61,212419,-70,185148
46575,61,212449,-70,185169
46580,61,212469,-70,185190
46585,61,212490,-70,185211
46590,61,212519,-70,185211
46595,61,212509,-50,185222
46600,61,212512,-50,185220
46605,61,212523,-40,185223
46610,61,212520,-30,185227
46615,61,212521,-26,185227
46620,61,212526,-26,185231
46625,51,212523,-28,185237
46630,51,212524,-8,185241
46635,51,212533,2,185243
46640,51,212554,2,185243
46645,51,212563,2,185243
46650,51,212562,12,185245
46655,51,212575,22,185259
46660,41,212578,22,185263
46665,41,212574,32,185263
46670,41,212578,32,185266
46675,41,212587,32,185276
46680,41,212608,22,185293
46685,41,212638,22,185313
46690,41,212659,22,185334
46695,41,212679,12,185337
46700,41,212710,12,185357
46705,41,212706,12,185356
46710,31,212711,2,185359
46715,31,212713,-18,185364
46720,31,212713,-28,185367
46725,31,212734,-28,185367
46730,31,212744,-28,185366
46735,31,212747,-28,185363
46740,31,212744,-28,185367
46745,31,212744,-18,185368
46750,31,212747,-18,185366
46755,31,212744,-18,185368
46760,31,212747,-18,185366
46765,31,212744,-18,185368
46770,31,212744,-8,185369
46775,31,212747,-8,185368
46780,31,212747,2,185371
46785,31,212741,29,185374
46790,31,212746,29,185378
46795,31,212744,39,185380
46800,31,212741,39,185377
46805,31,212745,39,185382
46810,31,212745,39,185381
46815,31,212744,39,185380
46820,31,212754,39,185391
46825,31,212750,39,185385
46830,31,212755,39,185392
46835,31,212754,43,185392
46840,31,212764,73,185402
46845,31,212785,63,185429
46850,31,212815,53,185445
46855,31,212811,53,185438
46860,31,212817,53,185447
46865,31,212815,53,185445
46870,31,212811,53,185437
46875,21,212818,43,185445
46880,21,212819,83,185460
46885,21,212839,93,185473
46890,21,212870,90,185493
46895,21,212890,90,185513
46900,21,212900,91,185513
46905,21,212900,91,185514
46910,21,212900,91,185514
46915,21,212931,80,185538
46920,21,212951,80,185559
46925,21,212982,70,185574
46930,21,213002,70,185594
46935,21,213033,70,185615
46940,21,213053,70,185645
46945,21,213084,70,185666
46950,21,213090,80,185663
46955,21,213105,80,185682
46960,21,213103,90,185677
46965,21,213104,90,185683
46970,21,213100,90,185664
46975,21,213115,90,185693
46980,21,213135,100,185707
46985,21,213166,90,185723
46990,21,213186,90,185733
46995,21,213217,90,185764
47000,21,213237,100,185778
47005,21,213257,80,185790
47010,21,213288,90,185804
47015,21,213308,90,185814
47020,21,213339,100,185819
47025,21,213349,100,185817
47030,21,213349,100,185817
47035,21,213359,90,185824
47040,21,213390,90,185855
47045,21,213410,100,185859
47050,21,213441,80,185881
47055,21,213461,70,185897
47060,21,213492,80,185922
47065,21,213512,80,185932
47070,21,213543,70,185937
47075,21,213550,80,185930
47080,11,213556,60,185942
47085,11,213556,60,185946
47090,11,213557,77,185953
47095,11,213565,98,185957
47100,11,213567,98,185969
47105,11,213577,100,185980
47110,11,213587,90,185986
47115,11,213595,90,185978
47120,11,213597,90,185991
47125,11,213597,91,185996
47130,11,213607,90,186006
47135,11,213615,83,185996
47140,11,213628,83,186013
47145,11,213636,83,186000
47150,1,213641,73,186015
47155,-9,213654,63,186025
47160,-9,213655,63,186018
47165,-9,213655,63,186023
47170,-9,213656,63,186010
47175,-9,213654,63,186028
47180,-9,213654,63,186024
47185,-9,213656,53,186019
47190,-9,213654,53,186031
47195,-9,213656,63,186021
47200,-9,213654,63,186036
47205,1,213669,83,186048
47210,-19,213678,63,186036
47215,-29,213680,53,186045
47220,-29,213677,53,186050
47225,1,213690,89,186057
47230,1,213690,90,186080
47235,1,213700,100,186089
47240,1,213721,90,186110
47245,1,213731,100,186119
47250,1,213751,100,186129
47255,1,213751,100,186122
47260,1,213762,90,186123
47265,1,213762,90,186141
47270,1,213762,90,186125
47275,-9,213767,80,186127
47280,-9,213765,80,186144
47285,1,213770,90,186128
47290,-9,213775,80,186124
47295,1,213777,100,186156
47300,1,213798,90,186175
47305,1,213808,100,186186
47310,1,213828,90,186205
47315,-9,213830,70,186211
47320,1,213835,80,186194
47325,1,213835,80,186214
47330,1,213835,100,186214
47335,1,213856,90,186232
47340,1,213855,90,186207
47345,1,213865,90,186203
47350,1,213886,90,186223
47355,1,213916,90,186254
47360,1,213937,80,186267
47365,1,213967,80,186297
47370,1,213988,80,186317
47375,1,214008,70,186330
47380,1,214039,70,186350
47385,1,214059,70,186371
47390,1,214090,70,186401
47395,1,214110,70,186422
47400,1,214141,70,186453
47405,1,214161,70,186474
47410,1,214192,80,186501
47415,1,214212,80,186521
47420,1,214243,70,186545
47425,1,214263,70,186565
47430,1,214294,70,186596
47435,1,214314,70,186616
47440,1,214345,70,186647
47445,1,214365,70,186668
47450,1,214396,70,186699
47455,1,214416,70,186720
47460,1,214447,70,186740
47465,1,214467,70,186761
47470,1,214487,70,186781
47475,1,214518,70,186812
47480,1,214539,70,186833
47485,1,214569,70,186853
47490,1,214579,60,186879
47495,1,214610,60,186899
47500,1,214630,60,186930
47505,1,214661,60,186951
47510,1,214681,60,186982
47515,1,214712,60,187002
47520,1,214732,60,187033
47525,1,214763,70,187050
47530,1,214783,80,187077
47535,1,214814,80,187097
47540,1,214834,80,187118
47545,1,214865,80,187149
47550,1,214885,80,187169
47555,1,214916,80,187200
47560,1,214936,80,187221
47565,1,214967,80,187252
47570,1,214987,80,187272
47575,1,215018,80,187303
47580,1,215038,90,187320
47585,1,215069,90,187341
47590,1,215089,90,187350
47595,1,215120,90,187371
47600,1,215140,90,187402
47605,1,215171,90,187422
47610,1,215191,90,187453
47615,-9,215212,70,187506
47620,1,215217,80,187483
47625,-9,215221,70,187489
47630,-19,215233,60,187500
47635,-9,215233,60,187520
47640,-9,215242,60,187517
47645,1,215245,70,187523
47650,11,215251,90,187534
47655,11,215250,90,187543
47660,11,215271,90,187554
47665,21,215285,100,187549
47670,21,215305,100,187549
47675,11,215310,100,187551
47680,11,215309,100,187548
47685,1,215325,90,187566
47690,11,215338,90,187561
47695,11,215359,100,187571
47700,11,215380,100,187571
47705,11,215399,90,187568
47710,21,215404,100,187579
47715,11,215419,100,187581
47720,21,215434,100,187591
47725,21,215454,100,187590
47730,21,215464,100,187589
47735,21,215474,100,187589
47740,21,215485,100,187591
47745,21,215505,100,187590
47750,11,215510,100,187589
47755,11,215520,100,187590
47760,1,215535,90,187587
47765,1,215535,100,187603
47770,11,215550,100,187613
